issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture
10,#10 Social Inequality Reaching Embarrassing Levels,1,1. the streets are increasingly clogged with poverty-stricken beggars,-0.0179,-0.5252,-0.0007,0.1169,3.7051,-0.9881,-106.7088,0.0149,-0.0374,28.6272,-3.3327,34.652,49.3432,21.6892,-66.2505,158.3999,-17.8903,19.5112,34.9564,39.2386,24.6213,33.8795,33.5821,33.3967,131.5126,221.6653,-1.2627,-115.0509,-207.4409,-185.5915,-177.3419,-6.5318,-0.0028,-0.8295,0.5578,-0.4549,0.4111,-0.0007,,,-0.003,-1.4504,-4.1033,-0.9076,-0.0095,-211.6699,-2.0976,0.0048,-2.4896,9.1827,0.017,-0.0021,0.2836,0.5298,-208.4175,-25.8992,0.095,-0.0161,0.0542,0.1244,-14.3461,5.5168,0.0095,-0.7503,1.3155,-1.3269,-1.207,-1597.6436,-409.1556,-5390.1677,-208.442,0.9178,-62.4362,1296.8481,-0.2278,-0.2834,-3.0307,,0.0015
10,#10 Social Inequality Reaching Embarrassing Levels,2,2. the government is slowly introducing social welfare programs,0.0065,0.0018,-0.0014,-0.0594,-0.723,0.5169,-0.7626,-0.0051,0.0111,-3.7248,-3.5754,-4.7357,-5.5235,-3.7677,-4.711,-53.396,-3.619,-2.6712,-4.198,-5.202,-3.9225,-3.9308,-5.0439,-2.9712,-61.1413,-61.8426,0.1613,303.3478,-2.3262,-2.9755,-2.1774,-0.0257,-0.0013,0.4616,-0.3523,0.0043,-0.0045,,,,-0.0016,0.4521,1.5567,0.4097,0.0021,-2.616,1.2713,0.0022,0.3624,-1.1742,0.0034,-0.0002,0.0238,-0.2011,-1.0771,9.7663,-0.0299,0.005,0.0002,0.0001,,-1.073,-0.0021,0.1378,-0.0075,0.006,0.002,98.1802,28.1486,284.2026,-2.4012,-0.4184,-0.2698,-171.9174,0.0,0.0035,4.7296,,
10,#10 Social Inequality Reaching Embarrassing Levels,3,3. the country is preparing for war,0.0025,0.0019,,0.0021,-0.0631,,-8.2349,-0.0025,0.005,-23.9878,-21.7395,-30.0428,-45.5114,-86.6274,-40.2246,1337.0541,-27.4367,-20.3088,-35.786,-62.2174,-23.1561,-29.3987,-46.9312,-26.6309,-37.0508,1282.7605,0.2395,-6.9302,-19.3382,-38.3884,-26.9908,,-0.0014,,-0.0,0.0005,-0.0011,,0.0007,,0.0022,0.0005,0.001,0.0124,0.0001,481.5464,-3.7502,0.0028,0.2825,-1.1862,,,-0.0383,0.036,-10.981,0.0216,0.0458,-0.2096,-0.0135,,,-0.0006,-0.0001,0.0049,-0.0016,0.0029,-0.0096,974.8894,219.1193,3640.0291,-20.9141,0.0002,-1.4919,406.8151,0.442,0.037,,,
11,"#11 People Request Not So Much Dictatorship, if That's All Right",1,1. political activists are routinely executed,-3.9169,,-2.1972,,-0.0323,-0.0001,-0.045,3.6091,-4.4088,0.025,-0.001,-0.0012,-0.3719,0.006,-0.0551,-0.3403,-0.0456,0.0077,-0.003,-0.0269,0.0175,-0.0207,0.2296,0.1557,-2.7624,-0.3169,0.0002,-0.0305,0.4026,0.3362,-0.0747,,,,-2.8787,-0.9288,0.9533,0.0007,,,-0.0018,0.0378,-0.2579,0.0114,1.5269,0.0351,1.1897,,0.0021,-0.0066,1.2287,-0.1727,337.2992,-0.0005,-0.0125,-4.5923,-0.0195,-3.6231,-0.0003,,,0.7119,-1.5269,0.004,-0.001,0.0012,,-2.8005,-1.504,-4.1055,-0.0863,-0.0259,-0.0081,-3.2634,0.0814,0.0,-0.6642,0.0018,
11,"#11 People Request Not So Much Dictatorship, if That's All Right",2,2. the government is cutting back on the number of political prisoners executed each year,,,20.414,,-0.0609,,-0.6666,,,-0.1572,-0.2596,-0.3175,-1.7135,-0.1332,-0.2299,-2.1736,-0.3936,-0.1236,-0.2646,-0.4023,-0.0929,-0.2703,-0.7372,-0.8402,-24.8173,-2.6477,,-0.5113,-0.9159,-1.3506,-1.3206,,,,28.342,2.3333,-2.5619,,,,,0.4081,3.1722,0.0144,-4.8525,-1.0685,0.2596,,0.007,-0.0161,-8.5943,1.3305,-734.2933,-0.0004,-0.3859,17.8262,-0.0178,,,,,-3.676,4.8525,0.0051,,,,-44.0815,-23.6038,-90.9504,-1.4441,-0.1721,-0.1893,-20.1481,,,,,
12,#12 Death Penalty on Agenda,1,1. the death penalty has been reintroduced,-4.7061,-0.0037,2.436,-0.0108,-0.089,0.0007,0.1057,4.5015,-9.2457,1.0123,0.1481,0.1994,0.3543,0.5326,0.0261,0.0953,0.1732,0.6892,0.3774,0.3502,0.1983,0.0717,0.2766,0.2605,-23.8,1.3091,0.0007,0.1509,0.2593,0.3132,0.0568,0.1184,0.0024,-0.0008,1.4439,-0.3472,0.4105,-0.0014,0.0004,-0.0009,-0.0055,0.2264,1.6453,0.0369,0.1963,0.0891,3.1839,-0.004,0.011,-0.0181,-0.8677,0.1066,-4.0138,-0.0009,0.0526,4.9482,-0.071,-7.9572,-0.0001,-0.0006,-0.0334,-0.4374,-0.1963,0.0119,-0.0105,0.0007,0.0013,-16.4339,-5.0766,-55.2494,0.3785,-0.1833,0.076,-18.3832,0.1526,-0.0016,-1.8306,0.0011,0.0004
12,#12 Death Penalty on Agenda,2,2. extreme political groups are outlawed,1.503,-0.0097,-9.3233,-0.0026,0.05,1.0315,0.2079,-1.5565,3.1185,-0.9438,0.8568,0.9293,1.1182,0.2332,0.8698,-56.6491,0.5902,0.4761,0.9831,0.9259,0.871,0.6508,1.1348,1.136,19.7782,-56.6151,0.0008,0.8337,0.512,0.5201,0.3119,-0.1873,0.0114,0.8473,-5.5861,-1.6158,1.716,0.0026,0.0027,,0.0089,-0.2111,-3.9142,-0.0208,-2.5899,0.4792,0.116,-0.0103,0.023,-0.0343,1.4481,-0.3661,58.3499,-0.0043,0.3428,11.3183,0.0249,2.8736,-0.0025,0.0016,0.0282,-0.4028,2.5899,-0.0078,0.0107,-0.0058,4.1823,-20.3678,-6.6478,-59.0134,0.7993,0.1631,0.1161,-23.4298,-0.0549,1.5552,6.8071,,0.0022
13,"#13 Too Much Yakking, Already, Say Delegation",1,1. the right to free speech is being drastically curtailed,-7.2408,-0.0007,0.005,-0.0002,0.0258,,0.185,7.0101,-12.3638,0.1408,0.3966,0.3092,2.2991,-0.3614,0.0536,4.4684,0.7079,-0.0834,0.6433,0.4399,0.0291,0.6023,-0.0142,0.1139,3.0687,4.9186,0.001,0.0534,0.3077,2.3206,0.6033,,0.0004,,-1.0418,-1.46,1.4267,,0.0012,,0.0022,-0.0516,-0.0262,-0.018,0.5056,0.9451,3.6388,-0.0011,0.002,-0.0041,0.0019,0.0001,235.353,-0.0,0.0565,-7.4381,-0.0816,-10.5705,-0.001,,,0.5065,-0.5056,-0.0061,-0.0425,0.0407,0.009,19.9081,10.2856,38.639,0.5087,0.0138,-0.0023,6.2249,0.2101,0.0086,-2.5729,,
13,"#13 Too Much Yakking, Already, Say Delegation",2,2. @@NAME@@'s children are widely acknowledged as the most foul-mouthed in the region,2.1849,-0.0095,0.01,-0.0012,0.1446,0.0007,-0.4823,-2.4749,4.6848,-2.5731,-3.5444,-4.1848,69.2346,-4.3064,-5.0055,-3.4052,-3.4224,96.4079,-3.3491,-3.9015,-3.5902,-3.4398,-4.0011,46.7659,-37.8491,-10.1644,0.0008,-2.4063,-1.8017,-1.349,-0.6611,-0.0645,0.0085,0.0002,4.514,0.9794,-0.7431,0.0009,0.0017,0.0,-0.9879,-0.3599,-0.9273,-0.0643,0.4738,-1.4042,-1.9259,-0.0072,-0.075,0.1203,-0.0004,-0.0,-28.0726,0.0048,-0.9718,-10.9721,0.0644,5.1732,0.0217,0.0004,-0.0461,0.5546,-0.4738,0.1089,-2.4171,2.2479,-0.0003,101.598,54.2928,215.8168,-2.2882,0.2491,-0.5037,107.6426,-0.0888,0.0007,1.0774,0.9879,
13,"#13 Too Much Yakking, Already, Say Delegation",3,3. it is a crime to offend someone's religious beliefs,-0.565,,-0.0078,-0.0003,-0.0272,,-0.0018,0.9358,-1.8186,0.2059,0.1567,0.2019,0.1992,0.1882,0.208,0.1755,0.1803,0.1321,0.1775,0.184,0.2306,0.1501,0.1691,0.1811,-12.2134,0.5837,0.0,0.0821,0.0365,0.0254,-0.021,66.1694,0.0114,,0.001,-0.1248,0.0292,-0.003,,,,0.1074,0.3481,0.0167,-0.4928,0.1043,0.7104,,0.0046,-0.0103,0.0017,-0.0002,-1.3961,-0.001,0.0208,6.0379,-0.0358,-3.2709,0.0,-0.6373,,-0.1799,0.4928,0.0055,,,1.6371,-8.8595,-2.3525,-20.8497,0.0688,-0.0925,0.0033,-10.1065,0.0415,0.5497,0.458,,
14,#14 Military Demands Increased Spending,1,1. military spending is on the increase,-0.0028,0.0017,0.0069,-0.001,-0.0144,-0.5335,-6.9587,0.0014,-0.0042,-24.1198,-22.4655,-31.3854,-39.1215,-143.2365,-38.9507,1054.451,-25.7492,-17.0339,-29.7242,-37.5905,-25.2074,-26.3231,-29.2591,-29.332,-19.8088,998.2288,0.3044,-15.9974,-17.8968,-26.2547,-13.5818,0.0518,-0.0029,-0.4633,0.2457,0.0019,-0.0007,-0.0009,0.0009,,0.0049,-0.0664,-0.1643,-0.0048,-0.0026,571.6415,-8.1616,0.0012,0.5176,-1.7907,-0.0025,0.0001,-0.4984,0.1379,-10.6972,-2.9096,0.0273,-0.4713,-0.0257,-0.0002,0.0147,0.1611,0.0026,-0.0013,0.0045,-0.0079,-1.5276,801.1878,372.7375,1841.3725,-22.1466,0.0469,-45.7662,243.9617,0.7258,-0.4582,-2.573,-0.0003,0.0003
14,#14 Military Demands Increased Spending,2,2. military funding has been stripped back,-0.0049,0.0429,0.0024,0.003,-0.0187,0.4561,5.355,0.0052,-0.0096,12.6789,11.619,19.2842,19.4695,103.9185,26.498,-541.5244,11.767,11.6414,17.0922,25.5711,13.8273,15.7801,23.0594,16.4316,9.2132,-508.2817,-0.2339,13.1277,14.7658,18.0353,13.6551,0.162,-0.0584,0.3678,-0.2263,-0.0007,0.0019,0.0004,0.002,,-0.0021,0.0618,0.133,0.0179,-0.013,-403.7039,5.6767,0.1091,-0.6008,1.6516,-0.0008,0.0,-0.2686,-0.0932,6.8859,2.8113,-0.0158,0.4527,0.0178,-0.0009,-0.0915,-0.154,0.013,0.0138,0.6044,-0.5674,0.0084,-433.9143,-237.1815,-893.8978,17.0986,-0.0396,3.3935,3.1873,-0.6768,-0.0425,1.3154,,-0.0007
15,#15 More Police Needed,1,1. the police force is on a recruitment drive,-0.0053,0.0101,-0.0005,-0.0053,-1.906,-0.001,-0.3222,0.0057,-0.0136,1.9768,-3.2168,-2.8997,-4.1623,-98.825,-4.906,-2.928,-1.438,-3.0375,-2.727,-2.6866,-3.3068,-2.6526,-3.4735,-2.6286,-337.8571,-3.8508,0.3261,-0.8934,-1.2302,538.819,-0.6467,0.1438,-0.0049,0.0009,-0.0006,-0.0,0.0023,,-0.0002,0.0007,-0.0181,3.1613,14.6332,0.624,-0.0013,-2.3727,4.4406,-0.0013,0.6518,-2.1523,0.0043,-0.0015,0.0263,-0.0061,-1.0038,78.7064,-0.2371,-1.4485,-0.0213,-0.0007,-0.2655,-8.7022,0.0013,0.2107,0.0013,0.0063,0.0009,42.1965,12.3533,146.6949,-1.0331,-3.4295,-0.2376,-403.9993,-0.0001,0.0506,-0.0055,0.0015,0.003
15,#15 More Police Needed,2,2. education and welfare spending are on the rise,0.0021,0.0132,0.0193,-0.1475,-2.0469,0.0027,-2.0033,-0.0024,0.0069,-4.0475,-7.1122,-10.1842,-13.0965,-54.6769,-10.3635,-8.3245,-7.3188,-6.5589,-8.0545,-8.5576,-6.8298,-7.1486,-8.8933,-10.03,-290.5026,-22.5555,0.4064,304.3168,-4.4014,-2.0351,-4.4269,-0.0006,0.0253,0.0027,0.0097,0.6807,-0.5792,0.0033,,,-0.0031,2.5045,9.4979,0.9051,-0.0138,-4.1853,3.8902,-0.0198,0.9512,-2.6477,-0.0114,0.0007,-0.0425,-0.2605,-2.3463,70.6405,-0.2155,-0.7004,-0.0125,0.0032,-0.057,-5.5092,0.0138,0.6238,-2.1672,1.8821,0.0051,144.944,81.9869,27.8018,356.1917,-3.0491,-0.6577,-403.7896,-0.0035,0.0174,3.5207,,
15,#15 More Police Needed,3,3. thieves are flogged in public for their crimes,-3.9753,0.0158,,-0.1631,0.2001,-1.5662,-0.3438,3.8459,-7.9919,-3.7528,-4.001,-4.2749,-5.36,-2.9739,-4.9661,142.0375,-3.6614,-3.0381,-4.579,-5.7243,-4.4644,-3.8869,-3.606,-3.6212,-2.6363,133.9846,0.0466,-0.7921,-1.3287,84.0266,-0.2914,-0.0006,0.0265,-1.4107,0.8252,-0.7961,0.953,0.0012,0.0029,,0.0019,-0.296,-0.1681,-0.0586,0.081,-3.4744,0.2934,-0.0604,0.0726,-0.2387,0.0015,-0.0002,39.7408,-0.0166,-1.0775,-10.9074,-0.0681,-8.2524,-0.0061,0.004,-0.0174,3.1317,-0.081,-0.0146,-0.0058,0.0034,-0.0041,140.5993,76.3794,-8.1877,-1.613,0.2305,-0.0663,60.498,0.1244,-0.0316,-5.776,,
16,#16 @@MAJORINDUSTRY@@ Workers Strike!,1,1. the nation is ravaged by daily union strikes,0.0042,-3.0562,0.0044,-4.2571,-1.9601,-0.0001,-4.9819,-0.004,0.0426,-49.5298,-48.3653,-61.95,-60.4885,-51.0504,-73.8755,-58.9942,-48.7953,-35.1228,-48.9669,-52.4183,-50.1635,-49.9309,-44.9752,-59.056,-269.3137,-170.4725,0.0004,-33.4377,-24.1575,-24.8824,-5.3693,-0.0017,15.0403,-0.0001,-2.0665,0.0041,-0.0015,0.0003,-0.0001,0.0001,0.0035,1.7072,5.748,0.7391,-0.4933,-30.5701,2.6793,-3.7044,0.8087,-3.3799,0.0014,-0.0014,54.1684,-0.9496,-12.9794,44.5089,-0.0906,-0.0047,-0.2373,0.0,-0.0009,-2.4449,0.4933,-0.3919,0.0022,-0.002,0.0033,-1441.8927,10017.6035,-44074.9691,-32.1519,-1.4281,-5.2607,-1676.6961,-0.0002,-1.2216,3.0804,0.0004,-0.0008
16,#16 @@MAJORINDUSTRY@@ Workers Strike!,2,2. employers may fire workers without giving any reason,0.0048,3.0348,0.0202,7.8619,1.8523,-0.0011,11.1281,-0.0026,-0.0198,41.4276,42.9556,50.9813,50.1298,45.1253,97.5824,56.802,43.514,27.4012,41.6088,44.6368,47.7333,39.6889,30.8436,51.6226,221.7678,149.2112,0.0005,35.5564,30.7563,40.3744,7.4127,-0.0112,-11.6515,-0.0006,1.964,0.0107,-0.0137,-0.0032,-0.0006,0.0003,-0.0041,-1.6578,-5.2746,-0.7593,0.1131,44.1014,-2.5215,3.4726,-0.7975,3.2167,-0.0101,0.0009,-106.7545,1.024,21.5035,-37.1953,0.0807,0.0027,0.1912,0.0001,-0.0106,3.0746,-0.1131,0.4295,-0.0038,0.0135,-0.0045,1399.5284,-11033.1009,69962.6873,38.3602,1.4023,9.7001,1535.3639,0.0006,1.0153,-2.3335,0.0027,0.0014
17,#17 Corporations Demand Political Say,1,1. corporations donate huge sums of money to favored politicians,0.0006,1.6884,6.8314,1.4751,0.2393,-0.0013,4.4948,0.0004,-0.0017,28.5956,26.7274,35.2907,37.1519,25.3241,44.3519,34.1781,25.1012,19.7665,29.4351,30.9587,29.7754,26.742,25.1937,33.8246,147.0546,98.0635,0.0004,19.8622,15.8186,17.7596,5.4795,,-1.8742,-0.0013,6.0788,1.3833,-1.4715,0.0024,-0.0004,,-0.0045,-0.0716,-0.0616,-0.016,0.4003,19.9283,-0.18,2.595,-0.1651,0.7088,5.778,-1.3927,-138.5696,0.3513,8.9716,-6.555,0.0037,0.0824,0.1638,,-0.082,0.2214,-0.4003,0.39,0.0019,-0.0039,,840.4799,-1049.1948,10493.4321,20.6455,0.1047,3.4831,760.9007,0.0006,0.918,-2.1942,,
17,#17 Corporations Demand Political Say,2,2. political parties are banned from advertising and receiving private donations,0.0045,-2.9276,-8.2726,-1.1363,-0.0228,0.0018,-9.5587,-0.0053,0.0122,-50.073,-50.6636,-64.5947,-62.3026,-56.0847,-84.9977,-51.4695,-51.4045,-35.3539,-49.8736,-52.8057,-53.1345,-50.5252,-49.0505,-62.0155,-151.497,-166.1372,0.0008,-44.4188,-33.5367,-32.6404,-9.7229,0.0924,2.697,0.0019,-6.7637,-1.7642,2.1565,,0.0017,0.0003,-0.0016,0.0325,-1.1353,-0.1298,-2.1345,-35.7976,0.0868,-2.9698,0.2277,-0.81,-2.8526,0.5136,127.9258,-0.532,-19.2816,14.4746,-0.0006,0.0335,-0.1651,0.0012,-0.0449,-0.4812,2.1345,-0.6418,0.0007,0.0026,-0.0003,-1452.2156,571.6561,-8531.2571,-43.3655,-0.0364,-9.6912,-1219.2079,-0.0003,-0.8961,2.6555,,0.0011
17,#17 Corporations Demand Political Say,3,3. a dictator has seized power and outlawed elections,-0.0031,-0.0056,-17.0833,-0.0406,0.1962,0.0008,0.1143,0.0077,-0.016,-0.68,-0.5768,-1.2189,-0.1283,-0.8993,-2.0869,-0.5291,-0.7505,-0.6867,-0.9247,-0.3764,-0.7615,-0.8161,-0.6985,-0.5672,48.3405,-2.4282,0.0009,-0.5636,-0.0145,0.1076,0.1153,0.1072,0.0557,0.0006,-12.7878,-3.2214,3.7328,0.0022,0.002,,-0.0028,-0.5313,-5.7535,-0.0496,2.6307,-0.4412,-0.6621,-0.0236,-0.0143,0.0038,6.9234,-0.768,318.3307,-0.0009,-0.1997,-28.5342,0.0326,0.0136,-0.0029,-0.0007,-0.0798,2.7268,-2.6307,-0.0181,-0.0199,0.0163,0.0066,33.7826,69.3007,-254.8504,-0.4663,0.4012,-0.0535,30.8071,-0.0003,-0.0083,-0.0007,0.0014,-0.0014
18,"#18 Citizens Struggle Under ""Unfair"" Tax Burden",1,1. the government is reining in public spending,0.0063,-0.0142,-0.0135,0.0512,1.3275,0.0037,7.0844,-0.0044,0.0901,14.7123,11.5212,16.4682,24.1073,10.8366,23.6704,32.7997,14.2199,7.0553,15.6109,17.8848,10.7049,13.6325,14.1479,14.5115,71.7311,63.9827,-0.4356,-242.7943,-293.3534,22.6911,13.8772,,0.015,0.002,-0.0067,-0.6315,0.6703,-0.0005,0.0027,,0.0059,-0.638,-1.3664,-0.9035,-0.0201,19.6977,-0.8426,-0.0102,-1.8777,4.3604,-0.0013,0.0007,-0.4141,0.3968,8.3944,-14.587,0.0193,0.0262,-0.0019,,-0.0158,0.7734,0.0201,-0.5678,1.7951,-2.0194,0.0046,-501.1361,-254.8075,-1035.7892,-283.6204,0.4104,2.9039,916.631,0.0018,0.0019,-3.1013,-0.001,
18,"#18 Citizens Struggle Under ""Unfair"" Tax Burden",2,2. high-income earners pay a 100% tax rate,-0.0089,-4.0315,-0.0057,-1.8256,-0.4975,0.0013,-23.5142,0.0082,-0.0094,-60.5359,-60.9031,-72.474,-72.1537,-63.5843,-147.2717,-74.7696,-56.257,-40.3541,-60.4897,-71.4389,-63.2788,-54.9072,-129.2137,-69.4824,-183.8101,-207.7773,0.0003,-76.5416,-59.5178,-68.1092,-21.8569,0.1397,14.4393,0.0005,-2.2347,-0.0052,0.0042,0.0005,0.0009,,0.0037,1.0818,2.6415,0.1429,0.5508,-72.0347,1.7582,-3.8971,1.3745,-4.7314,0.001,0.0,130.0693,-1.207,-39.8973,28.4325,-0.0245,-0.0343,-0.1633,-0.0005,-0.005,-0.7064,-0.5508,-0.7323,0.0149,-0.0131,-0.0067,-2096.4938,6405.1493,-26153.8501,-72.4569,-0.5908,-22.5542,-2042.1758,-0.0008,-0.9677,2.8102,0.0005,-0.001
18,"#18 Citizens Struggle Under ""Unfair"" Tax Burden",3,3. citizens select which government department gets their income tax @@CURRENCYPLURAL@@ each year,-0.0064,-0.8616,5.5684,-0.0007,0.0671,0.0017,-6.0862,0.0062,-0.014,-16.0365,-16.5957,-22.5609,-30.7932,-17.9698,-30.3657,-21.4343,-17.5474,-10.8867,-17.8211,-18.4263,-16.3068,-15.7468,-17.5809,-23.4095,-51.213,-60.0354,0.0793,-17.9459,-14.6382,-13.3392,-135.1946,-0.56,0.0127,0.0022,3.3559,1.5331,-1.5365,-3.3694,0.0015,0.0003,0.0028,0.3489,2.7347,-0.08,0.5137,-14.127,0.5542,-0.0095,0.3676,-0.6715,-1.6154,0.2106,-167.9308,-0.0454,-7.6441,7.7776,-0.0086,-0.5376,-0.0007,0.0025,-0.0414,-0.3317,-0.5137,-0.1102,-1.082,1.0681,-0.0016,-381.6183,-234.5309,-625.5342,123.2743,-0.204,-4.2537,-439.5037,1.9338,-0.001,-0.85,,0.0007
19,#19 @@NAME@@ Awash With Red-Rimmed Eyes,1,1. marijuana is legal in the privacy of your own home,-1.0957,-0.0128,,0.0008,-0.2969,0.0015,-6.6075,1.2473,-2.233,44.8142,45.3386,52.8633,46.1517,6.5571,27.1559,46.5878,42.5315,45.3263,50.6937,46.928,46.4457,54.6258,44.73,48.9101,24.7371,143.8389,0.0422,-24.3067,-21.1004,50.4616,-13.4282,-0.0587,0.0088,0.001,0.0002,-0.1055,0.0731,,0.0023,,-0.0178,0.2325,1.1894,0.1042,-0.2327,-24.4246,0.9344,-0.0064,-0.5722,0.7929,0.0004,-0.0,18.084,0.1075,-11.4858,9.0336,-0.036,-32.7347,-0.001,0.005,-1.4518,-0.3702,0.2327,0.0335,0.0019,2.1001,0.0104,876.2917,436.4499,1883.363,-27.1827,-0.1677,-5.1294,900.396,0.0456,0.1006,0.0067,0.0008,
19,#19 @@NAME@@ Awash With Red-Rimmed Eyes,2,2. all recreational drugs are legal,3.0144,0.0025,,-0.0008,5.3368,,9.1496,-3.4022,6.2202,-38.5337,-43.6549,-57.7631,-159.8139,108.1269,-32.8702,-41.6351,-39.0856,64.9788,-51.5113,-45.4794,-41.0216,-56.5508,-44.2973,-131.3809,118.3212,-137.4988,0.0004,19.3984,19.7537,19.6333,19.0392,-0.0393,-0.0011,0.0004,0.0002,-0.4926,0.3886,2.2685,-0.6258,0.0004,-0.99,-0.956,-1.7846,-1.8227,0.6574,21.1678,-2.8811,-0.0001,0.5571,-0.9206,-0.0001,0.0,-51.8143,-0.2293,10.4438,-37.4143,0.124,95.1701,0.5666,-0.0004,0.8327,3.0277,-0.6574,-0.8904,5.065,-6.7399,0.0013,-588.0316,-292.1716,-1418.8708,25.9558,0.5401,5.4012,-632.4773,-1.922,-0.7451,1.6839,,0.0018
20,#20 Gunman Kills Three,1,"1. kids are arrested at gunpoint for playing with toy rifles used to be ""guns are banned""",-3.6121,-1.6981,0.0061,-0.5678,-0.6114,0.0001,-6.0249,3.798,-7.4267,-12.0974,-12.2473,-14.9523,-8.8928,2.3509,-40.1304,-785.16,-10.5039,-51.7821,-9.5145,-7.2321,-13.8972,-10.3681,-8.151,-15.108,-65.7603,-810.7743,0.0009,-19.4362,-13.199,-12.1805,-2.0394,0.0294,1.7023,-0.0,-0.9137,-0.6823,0.7553,,0.413,,0.9908,0.526,24.8037,0.3459,-0.4612,-12.1139,34.7493,-1.7584,0.5008,-1.0022,-0.0033,0.0005,108.1488,-0.4871,-10.2169,54.8413,-0.8686,-7.7388,-0.2411,-0.0001,-0.0087,-1.7794,0.4612,-0.2268,5.5086,-5.5815,-0.0001,-1234.6377,48.6574,-5454.8223,-15.1994,-0.4077,-6.6473,-1072.5032,0.1503,-0.238,-0.5004,,0.0004
20,#20 Gunman Kills Three,2,2. the nation is completely gun-free,-6.591,-1.0757,0.0342,-0.3897,-1.386,0.0011,-1.4848,7.051,-12.9592,-1.7056,-4.761,1.9698,6.6523,-17.0371,-34.3904,-1039.8393,-0.4686,-50.1628,7.7494,25.2576,-4.3099,7.872,18.3504,-1.4848,1.344,-1036.6834,0.0005,-17.4147,-2.9256,8.2427,14.5567,,1.2422,0.0009,-0.7509,-1.2183,1.0603,,0.663,,1.9731,0.0448,18.3975,0.671,-0.5718,1.0138,33.1098,-1.2372,0.5266,-1.0593,-0.0064,0.0009,204.2992,-0.2367,-5.7199,28.7322,-0.6549,-16.0546,-0.2609,,-0.041,-1.1512,0.5718,0.0101,5.457,-5.4701,0.0142,-1111.3085,-184.0426,-4084.8521,-4.4207,-0.0525,-7.5789,-855.8303,0.2809,0.0997,-1.6349,,
20,#20 Gunman Kills Three,3,3. preschoolers practice disarming active shooters before naptime,0.0153,-0.0027,0.0083,-0.0064,-0.7418,0.0006,-0.3241,-0.0146,0.0421,1.1037,0.8353,1.0945,-0.2978,-49.3222,0.9184,0.7726,0.7827,-44.5337,1.0024,0.5995,0.9163,0.819,1.1213,0.2451,-38.9692,2.9666,0.0427,0.1104,0.0626,-0.1879,-0.5084,-0.0019,0.0057,0.0014,0.0035,0.1819,-0.1719,-0.0022,0.3941,0.0006,0.9888,0.3938,1.037,0.4331,0.0,0.0957,0.5888,-0.004,0.1861,-0.417,-0.0016,0.0002,-0.0766,0.0351,-0.0665,14.986,-0.0194,-0.1554,-0.1899,0.0007,-0.0046,-0.728,-0.0,0.213,-0.5032,0.5533,-0.0003,-46.5746,-22.3538,-98.0945,75.5592,-0.2685,-0.0871,-124.8604,0.0011,0.2992,-0.2513,0.0012,0.0006
20,#20 Gunman Kills Three,4,4. a valid legal defense is 'dead men tell no tales',4.9402,-0.0033,0.0019,0.0005,0.097,-0.0027,-2.4805,-4.6536,9.1401,-9.8595,-9.0757,-11.6445,-14.7953,-10.4839,-13.4441,553.5071,-10.0043,-7.6546,-11.9235,-16.11,-9.8164,-10.4788,-13.375,-11.0089,0.6388,531.7029,0.0006,-4.7899,-6.3761,-9.6073,-5.9787,0.0,0.0069,-0.0031,0.0056,0.9688,-1.0328,-0.0005,-0.0,-0.0001,-0.0042,-0.1504,-0.3862,-0.0349,-0.618,-11.0345,-18.0464,0.0003,-0.2003,0.3616,0.0007,-0.0009,-189.2125,0.0179,-3.8646,0.8612,0.7968,7.221,-0.0001,-0.0002,-0.0311,0.1671,0.618,-0.0123,-0.0044,0.0058,-0.004,293.0282,120.9515,816.828,-7.3408,0.1045,-1.258,323.03,-0.1332,-0.0003,1.9616,,0.0014
